"","Code","Name","Municipality","Ownership","Applications","Vacancies"
"1937","43005947","Escola Cal·lípolis","Vila-seca","Public",27,44
"1944","43006241","Escola La Plana","Vila-seca","Public",6,22
"1946","43006332","Escola Mestral","Vila-seca","Public",28,50
"1982","43010530","Escola Miramar","Vila-seca","Public",59,50
"1993","43011492","Escola La Canaleta","Vila-seca","Public",54,50
"1577","17004098","Escola Torre d'en Reig","Vilabertran","Public",11,13
"1578","17004116","Escola Madrenc","Vilablareix","Public",37,42
"839","08031083","Escola Àngela Roca","Viladecans","Public",21,25
"840","08031101","Escola Montserratina","Viladecans","Public",39,50
"841","08031125","Santo Tomás","Viladecans","Charter",16,22
"842","08031150","Sagrada Família","Viladecans","Charter",44,50
"843","08031204","Escola El Garrofer","Viladecans","Public",51,50
"844","08031231","Sant Gabriel","Viladecans","Charter",66,50
"875","08032555","Goar","Viladecans","Charter",49,50
"885","08032750","Escola Pau Casals","Viladecans","Public",42,50
"886","08032762","Escola Doctor Trueta","Viladecans","Public",55,50
"1024","08039380","Escola Germans Amat i Targa","Viladecans","Public",34,50
"1097","08042834","Escola Can Palmer","Viladecans","Public",26,25
"1117","08043553","Teide","Viladecans","Charter",18,25
"1227","08059721","Escola Marta Mata","Viladecans","Public",48,50
"1294","08062948","Escola Miquel Martí i Pol","Viladecans","Public",89,76
"1305","08063783","Escola Mediterrània","Viladecans","Public",15,25
"1387","08071020","Escola Enxaneta","Viladecans","Public",23,25
"838","08031061","Escola Rosella","Viladecavalls","Public",48,46
"1083","08041726","Escola Roc Blanc","Viladecavalls","Public",27,25
"1579","17004153","Escola de Sant Esteve de Guialbes","Vilademuls","Public",14,14
"1580","17004190","Escola Sol i Vent","Vilafant","Public",12,18
"1610","17006836","Escola Les Mèlies","Vilafant","Public",37,36
"848","08031320","Escola Estalella i Graells","Vilafranca del Penedès","Public",47,50
"849","08031332","Escola Josep Baltà i Elias","Vilafranca del Penedès","Public",35,50
"850","08031356","Montagut","Vilafranca del Penedès","Charter",53,50
"851","08031371","Sant Josep","Vilafranca del Penedès","Charter",30,25
"852","08031381","Vedruna Sant Elies","Vilafranca del Penedès","Charter",36,50
"853","08031401","Sant Ramon de Penyafort","Vilafranca del Penedès","Charter",37,50
"902","08034126","Escola Pau Boada","Vilafranca del Penedès","Public",29,22
"963","08036111","Escola Mas i Perera","Vilafranca del Penedès","Public",55,44
"1018","08039291","Escola Cristòfor Mestre","Vilafranca del Penedès","Public",53,50
"1325","08064738","Escola Dolors Piera","Vilafranca del Penedès","Public",30,50
"1581","17004207","Escola Santiago Ratés","Vilajuïga","Public",11,12
"854","08031460","Escola Trentapasses","Vilalba Sasserra","Public",12,25
"1902","43004864","Escola Pere Virgili","Vilallonga del Camp","Public",29,50
"1582","17004232","Escola Josep de Ribot i Olivas","Vilamalla","Public",14,12
"1749","25005016","Escola Marinada","Vilanova de Bellpuig","Public",15,17
"846","08031290","Escola Les Roques","Vilanova de Sau","Public",1,6
"845","08031277","Escola Joan Maragall","Vilanova del Camí","Public",30,44
"1005","08038247","Escola Pompeu Fabra","Vilanova del Camí","Public",39,50
"1306","08063795","Escola Marta Mata","Vilanova del Camí","Public",37,25
"1016","08039264","Escola Mestres Munguet-Cortés","Vilanova del Vallès","Public",28,50
"1260","08061026","Escola La Falguera","Vilanova del Vallès","Public",30,25
"855","08031472","Escola Pompeu Fabra","Vilanova i la Geltrú","Public",52,50
"856","08031484","Escola Ginesta","Vilanova i la Geltrú","Public",24,24
"857","08031496","El Cim","Vilanova i la Geltrú","Charter",43,50
"858","08031502","Santa Teresa de Jesús","Vilanova i la Geltrú","Charter",28,25
"859","08031526","Sant Bonaventura","Vilanova i la Geltrú","Charter",58,50
"860","08031538","Escola Pia de Vilanova i la Geltrú","Vilanova i la Geltrú","Charter",54,50
"861","08031599","Divina Providència","Vilanova i la Geltrú","Charter",20,25
"862","08031666","Escola Canigó","Vilanova i la Geltrú","Public",26,25
"917","08034497","Escola L'Aragai","Vilanova i la Geltrú","Public",14,25
"1035","08039586","Escola L'Arjau","Vilanova i la Geltrú","Public",47,44
"1060","08040412","Escola El Margalló","Vilanova i la Geltrú","Public",12,25
"1118","08043565","La Pau","Vilanova i la Geltrú","Charter",9,25
"1133","08043917","Escola Cossetània","Vilanova i la Geltrú","Public",17,25
"1134","08043929","Escola Llebetx","Vilanova i la Geltrú","Public",19,25
"1261","08061041","Escola Sant Jordi","Vilanova i la Geltrú","Public",53,50
"1262","08061051","Escola Ítaca","Vilanova i la Geltrú","Public",42,50
"1341","08065275","Escola Volerany","Vilanova i la Geltrú","Public",53,50
"679","08026476","Escola Francesc Macià","Vilassar de Dalt","Public",43,50
"680","08026491","La Immaculada","Vilassar de Dalt","Charter",27,25
"681","08026506","Sant Jordi","Vilassar de Dalt","Charter",22,25
"690","08026749","Escola Pérez Sala","Vilassar de Mar","Public",32,50
"691","08026762","La Presentació de la Mare de Déu","Vilassar de Mar","Charter",19,25
"1053","08040060","Escola del Mar","Vilassar de Mar","Public",51,50
"1081","08041696","Escola Vaixell Burriac","Vilassar de Mar","Public",36,50
"1218","08058374","Escola Els Alocs","Vilassar de Mar","Public",33,25
"1583","17004281","Escola Josep Madrenys","Vilobí d'Onyar","Public",29,50
"847","08031319","Escola Llebeig","Vilobí del Penedès","Public",11,11
"1908","43005121","Escola Santa Caterina","Vinyols i els Arcs","Public",15,25
"1805","43001000","Escola de Xerta","Xerta","Public",9,25
